SKU,Name,Description,Available_On,Discontinue_On,master_price,shipping_category,meta_title,meta_description,old_product_id,old_product_url,products_stores,product_properties,taxons,images,variants,variant_sku,variant_price,variant_weight
NF-5701/ORG,"Butter Pecan Flavor Oil, Organic",,01/06/2022,,145.48,Default,Organic Butter Pecan Flavor Oil,Flavoring the way nature intended. Our Organic Butter Pecan Flavor Oil uses only the finest organic plant based ingredients.,61375,http://www.naturesflavors.com/organic-flavor-oil/61375-butter-pecan-flavor-oil-organic.html,Nature's Flavors,"Ingredient Statement:Organic Flavor Oils Contain Organic Sunflower Oil, Organic Vanilla, Organic Flavors",PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Organic Flavor Oil:71|PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Organic Flavor Oil:71|PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Flavor Oils:285|PRODUCTS:-1>Extracts & Flavorings:9,migration/images/products/butter-pecan-flavor-oil-organic.jpg,"Choose your option:1 gal.,5 gal.,8 oz.,32 oz.,2 oz.",NF-5701/ORG-1gal|NF-5701/ORG-5gal|NF-5701/ORG-2oz|NF-5701/ORG-8oz|NF-5701/ORG-32oz,145.48|716.46|31.74|82.00|18.85,10.00|50.00|2.00|3.00|0.38
NF-6557/ORG,"Caramel Corn Flavor Oil, Organic",,01/06/2022,,145.48,Default,Organic Caramel Corn Flavor Oil,Flavoring the way nature intended. Our Organic Caramel Corn Flavor Oil uses only the finest organic plant based ingredients.,61376,http://www.naturesflavors.com/organic-flavor-oil/61376-caramel-corn-flavor-oil-organic.html,Nature's Flavors,"Ingredient Statement:Organic Flavor Oils Contain Organic Sunflower Oil, Organic Vanilla, Organic Flavors",PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Organic Flavor Oil:71|PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Flavor Oils:285|PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Organic Flavor Oil:71|PRODUCTS:-1>Extracts & Flavorings:9,migration/images/products/caramel-corn-flavor-oil-organic.jpg,"Choose your option:1 gal.,5 gal.,2 oz.,8 oz.,32 oz.",NF-6557/ORG-1gal|NF-6557/ORG-5gal|NF-6557/ORG-2oz|NF-6557/ORG-8oz|NF-6557/ORG-32oz,145.48|716.46|18.85|31.74|82.00,10.00|50.00|0.38|2.00|3.00
NF-7383/ORG,"Caramel Cream Flavor Oil, Organic",,01/06/2022,,145.48,Default,Organic Caramel Cream Flavor Oil,Flavoring the way nature intended. Our Organic Caramel Cream Flavor Oil uses only the finest organic plant based ingredients.,61377,http://www.naturesflavors.com/organic-flavor-oil/61377-caramel-cream-flavor-oil-organic.html,Nature's Flavors,"Ingredient Statement:Organic Flavor Oils Contain Organic Sunflower Oil, Organic Vanilla, Organic Flavors",PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Organic Flavor Oil:71|PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Flavor Oils:285|PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Organic Flavor Oil:71|PRODUCTS:-1>Extracts & Flavorings:9,migration/images/products/caramel-cream-flavor-oil-organic.jpg,"Choose your option:1 gal.,5 gal.,2 oz.,8 oz.,32 oz.",NF-7383/ORG-1gal|NF-7383/ORG-5gal|NF-7383/ORG-8oz|NF-7383/ORG-32oz|NF-7383/ORG-2oz,145.48|716.46|18.85|31.74|82.00,10.00|50.00|0.38|2.00|3.00
NF-6800/ORG,"Cardamom Flavor Oil, Organic",,01/06/2022,,448.33,Default,Organic Cardamom Flavor Oil,Flavoring the way nature intended. Our Organic Cardamom Flavor Oil uses only the finest organic plant based ingredients.,61378,http://www.naturesflavors.com/organic-flavor-oil/61378-cardamom-flavor-oil-organic.html,Nature's Flavors,"Ingredient Statement:Organic Flavor Oils Contain Organic Sunflower Oil, Organic Vanilla, Organic Flavors",PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Organic Flavor Oil:71|PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Flavor Oils:285|PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Organic Flavor Oil:71|PRODUCTS:-1>Extracts & Flavorings:9,migration/images/products/cardamom-flavor-oil-organic.jpg,"Choose your option:1 gal.,5 gal.,2 oz.,8 oz.,32 oz.",NF-6800/ORG-1gal|NF-6800/ORG-5gal|NF-6800/ORG-2oz|NF-6800/ORG-8oz|NF-6800/ORG-32oz,448.33|2221.80|38.68|99.85|222.34,10.00|50.00|0.38|2.00|3.00
NF-8373/ORG,"Caribbean Tropicals Flavor Oil, Organic",,01/06/2022,,145.48,Default,Organic Caribbean Tropicals Flavor Oil,Flavoring the way nature intended. Our Organic Caribbean Tropicals Flavor Oil uses only the finest organic plant based ingredients.,61379,http://www.naturesflavors.com/organic-flavor-oil/61379-caribbean-tropicals-flavor-oil-organic.html,Nature's Flavors,"Ingredient Statement:Organic Flavor Oils Contain Organic Sunflower Oil, Organic Vanilla, Organic Flavors",PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Organic Flavor Oil:71|PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Flavor Oils:285|PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Organic Flavor Oil:71|PRODUCTS:-1>Extracts & Flavorings:9,migration/images/products/caribbean-tropicals-flavor-oil-organic.jpg,"Choose your option:1 gal.,5 gal.,2 oz.,8 oz.,32 oz.",NF-8373/ORG-1gal|NF-8373/ORG-5gal|NF-8373/ORG-8oz|NF-8373/ORG-32oz|NF-8373/ORG-2oz,145.48|716.46|18.85|31.74|82.00,10.00|50.00|0.38|2.00|3.00
NF-7197/ORG,"Cashew Flavor Oil, Organic",,01/06/2022,,145.48,Default,Organic Cashew Flavor Oil,Flavoring the way nature intended. Our Organic Cashew Flavor Oil uses only the finest organic plant based ingredients.,61380,http://www.naturesflavors.com/organic-flavor-oil/61380-cashew-flavor-oil-organic.html,Nature's Flavors,"Ingredient Statement:Organic Flavor Oils Contain Organic Sunflower Oil, Organic Vanilla, Organic Flavors",PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Organic Flavor Oil:71|PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Flavor Oils:285|PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Organic Flavor Oil:71|PRODUCTS:-1>Extracts & Flavorings:9,migration/images/products/cashew-flavor-oil-organic.jpg,"Choose your option:1 gal.,5 gal.,2 oz.,8 oz.,32 oz.",NF-7197/ORG-1gal|NF-7197/ORG-5gal|NF-7197/ORG-8oz|NF-7197/ORG-32oz|NF-7197/ORG-2oz,145.48|716.46|18.85|31.74|82.00,10.00|50.00|0.38|2.00|3.00
NF-8297/ORG,"Chestnut Flavor Oil, Organic","<p> For best distribution of flavor, it's recommended that a small amount of Organic Flavor Oil be added to a small amount of 76 degree Coconut Oil. A good starting usage for all of Nature's Flavors' Organic Flavor Oils is approximately one quarter teaspoon of flavor per one pound of chocolate. If the flavor seems too strong, cut your usage in half. Typically, you should not be able to taste the flavor three to five seconds after you have swallowed the chocolate. It should have a clean feeling and should go away quickly, leaving you with the desire to have more. This is a difficult result to achieve since most tend to overdo it by adding more flavor than needed. In this case, the effect is that you won't want more, even though you don't necessarily identify anything being wrong with the chocolate. Chocolate is a very intense flavor by itself so adding flavor to it and getting the right effect is difficult and takes practice. It is fun to experiment with the chocolate; achieving the perfect flavor profile can be very rewarding. Nature's Flavors' Organic Flavor Oil is true to its name-- having a very sweet, but delicate note. It bakes well in chocolate and also does very well in cookies, cakes and bread. It is very stable for weeks at room temperature and freezes well. All of the Organic Flavor Oils work well in icings and oil based coatings. This Organic Flavor Oil for chocolate can also be added to sauces and dressings and can be emulsified to become water soluble. Due to its very low usage level, there is little or no nutritional value.</p>",01/06/2022,,145.48,Default,Organic Chestnut Flavor Oil,Flavoring the way nature intended. Our Organic Chestnut Flavor Oil uses only the finest organic plant based ingredients.,61381,http://www.naturesflavors.com/organic-flavor-oil/61381-chestnut-flavor-oil-organic-oil-soluble.html,Nature's Flavors,"Ingredient Statement:Organic Flavor Oils Contain Organic Sunflower Oil, Organic Vanilla, Organic Flavors",PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Organic Flavor Oil:71|PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Flavor Oils:285|PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Organic Flavor Oil:71|PRODUCTS:-1>Extracts & Flavorings:9,migration/images/products/chestnut-flavor-oil-organic-oil-soluble.jpg,"Choose your option:1 gal.,5 gal.,2 oz.,8 oz.,32 oz.",NF-8297/ORG-1gal|NF-8297/ORG-5gal|NF-8297/ORG-8oz|NF-8297/ORG-32oz|NF-8297/ORG-2oz,145.48|716.46|18.85|31.74|82.00,10.00|50.00|0.38|2.00|3.00
NF-2635/ORG,"Chocolate Flavor Oil, Organic",,01/06/2022,,145.48,Default,Organic Chocolate Flavor Oil,Flavoring the way nature intended. Our Organic Chocolate Flavor Oil uses only the finest organic plant based ingredients.,61382,http://www.naturesflavors.com/organic-flavor-oil/61382-chocolate-flavor-oil-organic.html,Nature's Flavors,"Ingredient Statement:Organic Flavor Oils Contain Organic Sunflower Oil, Organic Vanilla, Organic Flavors",PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Organic Flavor Oil:71|PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Flavor Oils:285|PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Organic Flavor Oil:71|PRODUCTS:-1>Extracts & Flavorings:9,migration/images/products/chocolate-flavor-oil-organic.jpg,"Choose your option:1 gal.,5 gal.,2 oz.,8 oz.,32 oz.",NF-2635/ORG-1gal|NF-2635/ORG-5gal|NF-2635/ORG-8oz|NF-2635/ORG-32oz|NF-2635/ORG-2oz,145.48|716.46|18.85|31.74|82.00,10.00|50.00|0.38|2.00|3.00
NF-8505/ORG,"Cinnamon Flavor Oil (Hot and Spicy), Organic ","<p>When calling it 100% organic you must use only certified organic ingredients and nothing else. Nature's Flavors carries both 95% and 100% certified organic flavors. It is our goal to produce only 100% organic flavor concentrates and extracts as the ingredients become available. In many instances we produce our own organic ingredients to satisfy our strict quality control requirements. Because the industry is still very young the technology's to make these ingredients are still evolving. The only solvents that we use in the development of organic and natural flavors are filtered RO water and organic alcohol. If we can't extract the ingredients thru these methods then we don't do it. Steam distillation is another method we employ. Fortunately this is in most cases the only methods needed to manufacture these unique flavor concentrates and extracts. A simple and common process for making vanilla extract is to take organic vanilla beans and grind them to a pulp then allow them to soak and extract in an organic alcohol/water mixture for a period of time sometimes for up to several months. Normally for a standard organic vanilla extract you would extract for a period of not less than fourteen days. That's how long Nature's Flours allows its organic vanilla extract to age and extract. This method is common for our citrus and other fruit flavor extracts as well. There are usually some filtering and clarifying techniques that follow the extraction process before being bottled or packaged. There are no chemical residues because there are no chemical solvents used. Many of the organic flavoring ingredients are derived this way first before being incorporated in to water based or oil based organic flavor concentrate. To make the organic flavor concentrates water soluble you must emulsify the oils that were derived and separated from the extraction process or steam distilling and that usually involves using an organic gum or starch and under high pressure and shearing. This process forces the oils and gums to be broken into very small particles and cling to one another with out reforming into there basic building blocks again. The entire process is safe and effective for producing the finest organic flavor oils, flavor concentrates, and flavor extracts. Nature's Flavors has pioneered many of these methods for producing these organic products. We are proud of our flavorings, spices, coffees, and all our organic products. We hope they bring you much enjoyment and satisfaction. I hope this answers any questions or concerns you might have regarding our organic flavor products</p>",01/06/2022,,145.48,Default,Organic Cinnamon Flavor Oil (Hot and Spicy),Flavoring the way nature intended. Our Organic Cinnamon Flavor Oil (Hot and Spicy Flavor Oil uses only the finest organic plant based ingredients.,61383,http://www.naturesflavors.com/organic-flavor-oil/61383-cinnamon-flavor-oil-hot-and-spicy-organic.html,Nature's Flavors,"Ingredient Statement:Organic Flavor Oils Contain Organic Sunflower Oil, Organic Vanilla, Organic Flavors",PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Organic Flavor Oil:71|PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Flavor Oils:285|PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Organic Flavor Oil:71|PRODUCTS:-1>Extracts & Flavorings:9,migration/images/products/cinnamon-flavor-oil-hot-and-spicy-organic.jpg,"Choose your option:1 gal.,5 gal.,2 oz.,8 oz.,32 oz.",NF-8505/ORG-1gal|NF-8505/ORG-5gal|NF-8505/ORG-8oz|NF-8505/ORG-32oz|NF-8505/ORG-2oz,145.48|716.46|18.85|31.74|82.00,10.00|50.00|0.38|2.00|3.00
NF-8602N/ORG,"Vanilla Clear Flavor Oil, Organic",<p>Organic Clear Vanilla Flavor Oil (Oil Soluble)</p>,01/06/2022,,145.48,Default,Organic Clear Vanilla Flavor Oil,Flavoring the way nature intended. Our Organic Clear Vanilla Flavor Oil uses only the finest organic plant based ingredients.,61384,http://www.naturesflavors.com/organic-flavor-oil/61384-clear-vanilla-flavor-oil-organic-oil-soluble.html,Nature's Flavors,"Ingredient Statement:Organic Flavor Oils Contain Organic Sunflower Oil, Organic Vanilla, Organic Flavors",PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Organic Flavor Oil:71|PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Flavor Oils:285|PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Organic Flavor Oil:71|PRODUCTS:-1>Extracts & Flavorings:9,migration/images/products/clear-vanilla-flavor-oil-organic-oil-soluble.jpg,"Choose your option:1 gal.,5 gal.,2 oz.,8 oz.,32 oz.",NF-8602N/ORG-1gal|NF-8602N/ORG-5gal|NF-8602N/ORG-8oz|NF-8602N/ORG-32oz|NF-8602N/ORG-2oz,145.48|716.46|18.85|31.74|82.00,10.00|50.00|0.38|2.00|3.00
NF-4735/ORG,"Colombian Coffee Flavor Oil, Organic (100% NOP)",,01/06/2022,,145.48,Default,Organic Colombian Coffee Flavor Oil (100% NOP),Organic Colombian Coffee Flavor Oil (100% NOP)  Natures Flavors  The finest organic and Natural ingredients. Buy Organic Colombian Coffee Flavor Oil (100% NOP) online today.,61385,http://www.naturesflavors.com/organic-flavor-oil/61385-colombian-coffee-flavor-oil-organic-100-nop.html,Nature's Flavors,"Ingredient Statement:Organic Flavor Oils Contain Organic Sunflower Oil, Organic Vanilla, Organic Flavors",PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Organic Flavor Oil:71|PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Flavor Oils:285|PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Organic Flavor Oil:71|PRODUCTS:-1>Extracts & Flavorings:9,migration/images/products/colombian-coffee-flavor-oil-organic-100-nop.jpg,"Choose your option:1 gal.,5 gal.,2 oz.,8 oz.,32 oz.",NF-4735/ORG-1gal|NF-4735/ORG-5gal|NF-4735/ORG-8oz|NF-4735/ORG-32oz|NF-4735/ORG-2oz,145.48|716.46|18.85|31.74|82.00,10.00|50.00|0.38|2.00|3.00
NF-7125/ORG,"Coriander Flavor Oil, Organic",,01/06/2022,,145.48,Default,Organic Coriander Flavor Oil,Flavor the way nature intended. Our Organic Coriander Flavor Oil uses only the finest organic plant based ingredients.,61386,http://www.naturesflavors.com/organic-flavor-oil/61386-coriander-flavor-oil-organic-oil-soluble.html,Nature's Flavors,"Ingredient Statement:Organic Flavor Oils Contain Organic Sunflower Oil, Organic Vanilla, Organic Flavors",PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Organic Flavor Oil:71|PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Flavor Oils:285|PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Organic Flavor Oil:71|PRODUCTS:-1>Extracts & Flavorings:9,migration/images/products/coriander-flavor-oil-organic-oil-soluble.jpg,"Choose your option:1 gal.,5 gal.,2 oz.,8 oz.,32 oz.",NF-7125/ORG-1gal|NF-7125/ORG-5gal|NF-7125/ORG-8oz|NF-7125/ORG-32oz|NF-7125/ORG-2oz,145.48|716.46|18.85|31.74|82.00,10.00|50.00|0.38|2.00|3.00
NF-7389/ORG,"Fig Flavor Oil, Organic",,01/06/2022,,145.48,Default,Organic Fig Flavor Oil,Flavoring the way nature intended. Our Organic Fig Flavor Oil uses only the finest organic plant based ingredients.,61387,http://www.naturesflavors.com/organic-flavor-oil/61387-fig-flavor-oil-organic.html,Nature's Flavors,"Ingredient Statement:Organic Flavor Oils Contain Organic Sunflower Oil, Organic Vanilla, Organic Flavors",PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Organic Flavor Oil:71|PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Flavor Oils:285|PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Organic Flavor Oil:71|PRODUCTS:-1>Extracts & Flavorings:9,migration/images/products/fig-flavor-oil-organic.jpg,"Choose your option:1 gal.,5 gal.,2 oz.,8 oz.,32 oz.",NF-7389/ORG-1gal|NF-7389/ORG-5gal|NF-7389/ORG-8oz|NF-7389/ORG-32oz|NF-7389/ORG-2oz,145.48|716.46|18.85|31.74|82.00,10.00|50.00|0.38|2.00|3.00
NF-3533/ORG,"French Vanilla Flavor Oil, Organic",,01/06/2022,,145.48,Default,Organic French Vanilla Flavor Oil,Flavoring the way nature intended. Our Organic Vanilla Flavor Oil uses only the finest organic plant based ingredients.,61388,http://www.naturesflavors.com/organic-flavor-oil/61388-french-vanilla-flavor-oil-organic.html,Nature's Flavors,"Ingredient Statement:Organic Flavor Oils Contain Organic Sunflower Oil, Organic Vanilla, Organic Flavors",PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Organic Flavor Oil:71|PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Flavor Oils:285|PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Organic Flavor Oil:71|PRODUCTS:-1>Extracts & Flavorings:9,migration/images/products/french-vanilla-flavor-oil-organic.jpg,"Choose your option:1 gal.,5 gal.,2 oz.,8 oz.,32 oz.",NF-3533/ORG-1gal|NF-3533/ORG-5gal|NF-3533/ORG-8oz|NF-3533/ORG-32oz|NF-3533/ORG-2oz,145.48|716.46|18.85|31.74|82.00,10.00|50.00|0.38|2.00|3.00
NF-6547/ORG,"Garlic Flavor Oil, Organic",,01/06/2022,,297.56,Default,Organic Garlic Flavor Oil,Flavoring the way nature intended. Our Organic Garlic Flavor Oil uses only the finest organic plant based ingredients.,61389,http://www.naturesflavors.com/organic-flavor-oil/61389-garlic-flavor-oil-organic.html,Nature's Flavors,"Ingredient Statement:Organic Flavor Oils Contain Organic Sunflower Oil, Organic Vanilla, Organic Flavors",PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Organic Flavor Oil:71|PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Flavor Oils:285|PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Organic Flavor Oil:71|PRODUCTS:-1>Extracts & Flavorings:9,migration/images/products/garlic-flavor-oil-organic.jpg,"Choose your option:1 gal.,5 gal.,2 oz.,8 oz.,32 oz.",NF-6547/ORG-1gal|NF-6547/ORG-5gal|NF-6547/ORG-8oz|NF-6547/ORG-32oz|NF-6547/ORG-2oz,297.56|1454.75|22.48|33.06|99.19,10.00|50.00|0.38|2.00|3.00
NF-6464/ORG,"Green Tea Flavor Oil, Organic",,01/06/2022,,145.48,Default,Organic Green Tea Flavor Oil,Flavoring the way nature intended. Our Organic Green Tea Flavor Oil uses only the finest organic plant based ingredients.,61390,http://www.naturesflavors.com/organic-flavor-oil/61390-green-tea-flavor-oil-organic.html,Nature's Flavors,"Ingredient Statement:Organic Flavor Oils Contain Organic Sunflower Oil, Organic Vanilla, Organic Flavors",PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Organic Flavor Oil:71|PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Flavor Oils:285|PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Organic Flavor Oil:71|PRODUCTS:-1>Extracts & Flavorings:9,migration/images/products/green-tea-flavor-oil-organic.jpg,"Choose your option:1 gal.,5 gal.,2 oz.,8 oz.,32 oz.",NF-6464/ORG-1gal|NF-6464/ORG-5gal|NF-6464/ORG-8oz|NF-6464/ORG-32oz|NF-6464/ORG-2oz,145.48|716.46|18.85|31.74|82.00,10.00|50.00|0.38|2.00|3.00
NF-5106/ORG,"Hazelnut Flavor Oil, Organic",,01/06/2022,,145.48,Default,Organic Hazelnut Flavor Oil,Flavoring the way nature intended. Our Organic Hazelnut Flavor Oil uses only the finest organic plant based ingredients.,61391,http://www.naturesflavors.com/organic-flavor-oil/61391-hazelnut-flavor-oil-organic.html,Nature's Flavors,"Ingredient Statement:Organic Flavor Oils Contain Organic Sunflower Oil, Organic Vanilla, Organic Flavors",PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Organic Flavor Oil:71|PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Flavor Oils:285|PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Organic Flavor Oil:71|PRODUCTS:-1>Extracts & Flavorings:9,migration/images/products/hazelnut-flavor-oil-organic.jpg,"Choose your option:1 gal.,5 gal.,2 oz.,8 oz.,32 oz.",NF-5106/ORG-1gal|NF-5106/ORG-5gal|NF-5106/ORG-8oz|NF-5106/ORG-32oz|NF-5106/ORG-2oz,145.48|716.46|18.85|31.74|82.00,10.00|50.00|0.38|2.00|3.00
NF-5107/ORG/H,"Honey Flavor Oil, Organic",,01/06/2022,,145.48,Default,Organic Honey Flavor Oil,Flavoring the way nature intended. Our Organic Honey Flavor Oil uses only the finest organic plant based ingredients.,61392,http://www.naturesflavors.com/organic-flavor-oil/61392-honey-flavor-oil-organic.html,Nature's Flavors,"Ingredient Statement:Organic Flavor Oils Contain Organic Sunflower Oil, Organic Vanilla, Organic Flavors",PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Organic Flavor Oil:71|PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Flavor Oils:285|PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Organic Flavor Oil:71|PRODUCTS:-1>Extracts & Flavorings:9,migration/images/products/honey-flavor-oil-organic.jpg,"Choose your option:1 gal.,5 gal.,2 oz.,8 oz.,32 oz.",NF-5107/ORG/H-1gal|NF-5107/ORG/H-5gal|NF-5107/ORG/H-8oz|NF-5107/ORG/H-32oz|NF-5107/ORG/H-2oz,145.48|716.46|18.85|31.74|82.00,10.00|50.00|0.38|2.00|3.00
